,Open,High,Low,Last,Date
485,1584.64,1585.46,1577.36,1582.12,2017-04-05
486,1580.16,1583.88,1575.44,1583.53,2017-04-07
487,1580.96,1583.04,1576.99,1581.19,2017-04-10
488,1582.51,1585.93,1579.96,1582.78,2017-04-11
489,1584.97,1589.5,1584.4,1589.5,2017-04-12
490,1585.78,1585.96,1574.8,1575.91,2017-04-17
491,1579.62,1583.78,1574.42,1574.42,2017-04-18
492,1573.88,1575.11,1567.03,1567.19,2017-04-19
493,1566.7,1572.9,1565.67,1566.28,2017-04-20
494,1569.9,1573.39,1567.55,1570.02,2017-04-21
495,1571.16,1572.77,1562.2,1564.66,2017-04-24
496,1567.5,1569.9,1553.44,1562.27,2017-04-25
497,1562.32,1569.1,1559.64,1567.47,2017-04-26
498,1566.83,1569.36,1563.58,1566.77,2017-04-27
499,1568.56,1569.12,1562.82,1566.32,2017-04-28
500,1566.59,1570.07,1563.91,1564.12,2017-05-02
501,1565.66,1569.51,1563.2,1564.12,2017-05-03
502,1565.77,1574.38,1565.59,1573.05,2017-05-04
503,1570.7,1571.8,1563.95,1569.02,2017-05-05
504,1568,1571.42,1565.74,1568.02,2017-05-08
505,1570.61,1571.08,1557.6,1560.31,2017-05-09
506,1562.89,1564.31,1546.81,1550.27,2017-05-11
507,1550.12,1550.13,1537.43,1543.94,2017-05-12
508,1541.56,1542.11,1531.68,1537.42,2017-05-15
509,1537.36,1548.35,1536.48,1546.35,2017-05-16
510,1547.51,1552.55,1545.17,1548.29,2017-05-17
511,1544.35,1548.6,1541.22,1545.88,2017-05-18
512,1547.23,1552.23,1545.23,1549.64,2017-05-19
513,1553.67,1560.11,1553.64,1557.73,2017-05-22
514,1560.84,1565.61,1558.07,1564.69,2017-05-23
515,1565.77,1567.92,1563.49,1566.15,2017-05-24
516,1569.07,1571.68,1566.75,1569.41,2017-05-25
517,1568.66,1572.66,1566.81,1569.27,2017-05-26
518,1569.62,1571.68,1566.3,1568.17,2017-05-29
519,1569.84,1572.15,1567.62,1568.57,2017-05-30
520,1572.06,1574.44,1558.22,1561.66,2017-05-31
521,1562.08,1565.63,1559.51,1563.11,2017-06-01
522,1565.09,1570.96,1564.7,1567.6,2017-06-02
523,1572.5,1573.13,1562.73,1566.85,2017-06-05
524,1568.18,1570.49,1562.85,1568.95,2017-06-06
525,1571.14,1573.16,1565.93,1566.58,2017-06-07
526,1567.76,1571.78,1563.31,1570.28,2017-06-08
527,1571.12,1571.7,1564.53,1566.65,2017-06-09
528,1566.85,1569.7,1560.75,1563.81,2017-06-12
529,1565.41,1573.32,1564.55,1572.36,2017-06-13
530,1574.09,1578.53,1570.7,1577,2017-06-14
531,1575.28,1580.52,1573.53,1573.53,2017-06-15
532,1576.77,1579.23,1573.15,1576.58,2017-06-16
533,1579.74,1583.77,1579.32,1581.14,2017-06-19
534,1583.74,1584.15,1577.67,1578.62,2017-06-20
535,1577.29,1578.63,1573.7,1577.01,2017-06-21
536,1578.26,1583.67,1577.63,1580.91,2017-06-22
537,1582.93,1585.41,1581.28,1582.36,2017-06-23
538,1585.84,1589.69,1584.28,1585.61,2017-06-26
539,1589.47,1591.09,1584.22,1586.45,2017-06-27
540,1586.51,1587.85,1580.86,1582.63,2017-06-28
541,1586.91,1590.49,1576.94,1578.12,2017-06-29
542,1578.19,1580.2,1567.16,1574.74,2017-06-30
543,1577.18,1581.64,1575.12,1579.41,2017-07-03
544,1582.04,1583,1572.51,1574.11,2017-07-04
545,1575.78,1579.28,1573.52,1575.02,2017-07-05
546,1575.15,1575.78,1564.05,1569.64,2017-07-06
547,1567.7,1570.6,1565.17,1569.44,2017-07-07
548,1570.3,1572.02,1564.75,1569.24,2017-07-11
549,1572.43,1577.21,1569.93,1574.93,2017-07-12
550,1581.43,1584.26,1575.83,1579.41,2017-07-13
551,1581.45,1582.23,1574.66,1577.79,2017-07-14
552,1581.45,1582.69,1572.61,1574.09,2017-07-17
553,1575.35,1577.02,1569.16,1571.52,2017-07-18
554,1574.71,1578.06,1572.44,1575.85,2017-07-19
555,1577.52,1578.96,1574.71,1575.28,2017-07-20
556,1576.9,1579.39,1573.42,1573.51,2017-07-21
557,1574.45,1580.19,1573.99,1576.73,2017-07-24
558,1578.64,1581.96,1577.32,1581.42,2017-07-25
559,1583.52,1586.12,1581.7,1583.17,2017-07-26
560,1584.74,1585.27,1578.58,1581.06,2017-07-27
561,1582.22,1582.86,1569.79,1576.08,2017-07-31
562,1573.92,1579.12,1571.65,1576.45,2017-08-01
563,1580.27,1582.59,1577.18,1580.54,2017-08-02
564,1580.24,1583.7,1577.93,1578.25,2017-08-03
565,1580.4,1582.88,1578.03,1578.26,2017-08-04
566,1579.32,1580.47,1573.32,1573.67,2017-08-07
567,1575.37,1579.64,1573.21,1577.44,2017-08-08
568,1577.95,1578.3,1569.4,1571.51,2017-08-09
569,1571.83,1573.11,1566.45,1571.64,2017-08-10
570,1567.44,1567.95,1556.22,1561.31,2017-08-11
571,1567.41,1572.07,1565.43,1567.19,2017-08-15
572,1566.83,1568.64,1562.51,1567.52,2017-08-16
573,1568.89,1570.72,1564.75,1568.95,2017-08-17
574,1567.17,1568.37,1562.01,1566.53,2017-08-18
575,1568.89,1572.11,1567.21,1569.62,2017-08-21
576,1571.78,1574.92,1569.75,1573.19,2017-08-22
577,1574.9,1576.23,1570.61,1573.38,2017-08-23
578,1575.55,1577.98,1572.1,1575.96,2017-08-24
579,1576.42,1577.61,1571.13,1575.85,2017-08-25
580,1579.09,1589.72,1577.72,1585.79,2017-08-28
581,1586.68,1617.73,1585.48,1614.14,2017-08-29
582,1617.83,1626.22,1610.45,1613.34,2017-08-30
583,1611.53,1616.8,1607.78,1616.16,2017-08-31
584,1621.4,1624.37,1617.33,1618.42,2017-09-01
585,1618.63,1621.37,1614.3,1619.11,2017-09-04
586,1620.7,1623.95,1616.33,1620.42,2017-09-05
587,1620.86,1621.42,1615.31,1621.3,2017-09-06
588,1623.97,1634.3,1622.34,1632.66,2017-09-07
589,1638.81,1647.54,1633.84,1635.61,2017-09-08
590,1637.67,1642.88,1634.12,1637.54,2017-09-11
591,1641.5,1646.16,1639.14,1643.55,2017-09-12
592,1648.04,1652.51,1640.94,1642.94,2017-09-13
593,1646.37,1661.6,1643.8,1659.1,2017-09-14
594,1659.88,1662.64,1653.41,1660.53,2017-09-15
595,1663.34,1678.23,1662.9,1670.2,2017-09-18
596,1673.13,1675.14,1663.95,1672.59,2017-09-19
597,1671.96,1675.06,1664.33,1670.65,2017-09-20
598,1671.29,1676.78,1668.36,1670.49,2017-09-21
599,1666.42,1670.29,1658.26,1659.05,2017-09-22
600,1660.55,1669.57,1657.78,1667.59,2017-09-25
601,1671.81,1674.59,1667.92,1669.75,2017-09-26
602,1671.15,1675.44,1663.17,1670.27,2017-09-27
603,1672.62,1675.32,1660.29,1666.36,2017-09-28
604,1666.3,1676.48,1664.43,1673.16,2017-09-29
605,1677.22,1691.13,1676.97,1688.64,2017-10-02
606,1691.73,1692.85,1684.38,1689.97,2017-10-03
607,1693.92,1698.59,1682.04,1687.77,2017-10-04
608,1689.91,1692.95,1685.46,1690.87,2017-10-05
609,1696.24,1701.12,1693.79,1695.97,2017-10-06
610,1698.73,1700.75,1691.82,1692.22,2017-10-09
611,1694.53,1708.35,1687.01,1706.95,2017-10-10
612,1714.73,1718.97,1710.76,1714.14,2017-10-11
613,1718.06,1719.6,1709.57,1712.48,2017-10-12
614,1719.67,1728.62,1719.12,1726.67,2017-10-16
615,1726.29,1729.8,1719.26,1724.47,2017-10-17
616,1723.43,1723.61,1707.53,1707.53,2017-10-18
617,1707.7,1712.52,1681,1683.43,2017-10-19
618,1673.51,1696.5,1673.01,1692.58,2017-10-20
619,1694.33,1706,1693.03,1701.81,2017-10-24
620,1708.37,1711.58,1704.97,1708.84,2017-10-25
621,1712.33,1721.88,1712.02,1716.03,2017-10-27
622,1720.12,1723.04,1704.17,1718.66,2017-10-30
623,1721.02,1726.52,1717.63,1721.37,2017-10-31
624,1728.8,1729.64,1713.7,1714.55,2017-11-01
625,1714.62,1716.22,1701.93,1701.93,2017-11-02
626,1707.02,1707.87,1696.66,1701.47,2017-11-03
627,1703.17,1713.08,1695.67,1711.74,2017-11-06
628,1716.26,1721.08,1711.29,1712.75,2017-11-07
629,1714.3,1718.7,1709.81,1714.65,2017-11-08
630,1718.02,1718.74,1702.14,1703.03,2017-11-09
631,1702.92,1704.51,1688.77,1689.28,2017-11-10
632,1686.89,1690.78,1680.53,1687.05,2017-11-13
633,1688.96,1704.82,1684.82,1702.63,2017-11-14
634,1700.05,1701.01,1688.65,1690.26,2017-11-15
635,1692.79,1699.85,1691.17,1691.25,2017-11-16
636,1701.48,1711.49,1697.65,1709.38,2017-11-17
637,1715.02,1718.29,1711.39,1714.38,2017-11-20
638,1716.74,1718.8,1707.31,1710.48,2017-11-21
639,1715.29,1722.45,1713.12,1713.13,2017-11-22
640,1716.47,1719,1707.33,1707.38,2017-11-23
641,1707.8,1710.78,1691.45,1695.84,2017-11-24
642,1693.99,1699.71,1687.43,1695.67,2017-11-27
643,1696.06,1706.55,1695.84,1706.52,2017-11-28
644,1710.33,1715.41,1705,1705.33,2017-11-29
645,1702.54,1708.42,1691.8,1697.39,2017-11-30
646,1704.2,1705.97,1696.46,1699.65,2017-12-01
647,1704.7,1706.48,1692.45,1697.61,2017-12-04
648,1694.96,1696.63,1686.02,1694.39,2017-12-06
649,1693.81,1703.51,1690.44,1703.37,2017-12-07
650,1706.69,1712.49,1704.07,1706.52,2017-12-08
651,1709.54,1710.8,1699.98,1702.17,2017-12-12
652,1704.01,1708.7,1702.58,1706.93,2017-12-13
653,1709.52,1716.14,1707.49,1714.99,2017-12-14
654,1713.26,1717.69,1709.16,1717.69,2017-12-15
655,1720.41,1727.07,1717.33,1723.71,2017-12-18
656,1727.22,1736.83,1726.82,1732.31,2017-12-19
657,1734.45,1739.29,1728.81,1738.16,2017-12-20
658,1739.54,1742.04,1734.73,1736.91,2017-12-21
659,1739.06,1744.21,1736.26,1742.08,2017-12-22
660,1745.64,1752.82,1744.34,1750.22,2017-12-25
661,1751.05,1754.68,1743.27,1752.48,2017-12-26
662,1756.16,1763.36,1751.98,1752.89,2017-12-27
663,1755.55,1756.64,1734.7,1743.29,2017-12-28
664,1747.58,1753.73,1745.77,1753.71,2017-12-29
665,1759.61,1779.55,1758.07,1778.53,2018-01-03
666,1786.64,1791.39,1779.28,1791.02,2018-01-04
667,1793.89,1803.93,1787.34,1795.45,2018-01-05
668,1799.59,1813.17,1792.81,1792.81,2018-01-08
669,1795.89,1798.69,1784.75,1795.21,2018-01-09
670,1803.14,1807.09,1791.82,1794.92,2018-01-10
671,1795.08,1804.54,1786.47,1802.8,2018-01-11
672,1810.13,1816.81,1808.53,1810.19,2018-01-12
673,1819.24,1830.68,1818.51,1822.66,2018-01-15
674,1829.09,1831.45,1816.9,1821.83,2018-01-16
675,1819.13,1828.93,1816.06,1828.88,2018-01-17
676,1836.35,1837.92,1819.18,1819.32,2018-01-18
677,1815.2,1821.34,1803.55,1821.34,2018-01-19
678,1819.14,1827.29,1815.13,1824.06,2018-01-22
679,1830.92,1836.68,1825.07,1831.78,2018-01-23
680,1831.39,1841.21,1829.08,1838.96,2018-01-24
681,1843.3,1848.07,1819.29,1819.29,2018-01-25
682,1819.45,1829.07,1806.13,1828.88,2018-01-26
683,1835.9,1839.85,1831.15,1837.49,2018-01-29
684,1834.37,1835.59,1821.4,1826.61,2018-01-30
685,1820.35,1834.26,1819.5,1826.86,2018-01-31
686,1833.53,1837.86,1830.55,1833.6,2018-02-01
687,1838.98,1841.94,1822.72,1827.35,2018-02-02
688,1798.42,1813.94,1796.93,1810.32,2018-02-05
689,1775.42,1792.17,1758.31,1788.43,2018-02-06
690,1801.94,1804.75,1782.94,1785.44,2018-02-07
691,1787.24,1796.07,1781.18,1786.66,2018-02-08
692,1767.31,1788.01,1766.82,1786.45,2018-02-09
693,1790,1799.45,1786.25,1799.45,2018-02-12
694,1804.64,1806.11,1797.29,1800.03,2018-02-13
695,1805.68,1806.78,1792,1792.09,2018-02-14
696,1799.69,1801.95,1790.8,1800.86,2018-02-15
697,1804.6,1809.75,1802.39,1805.89,2018-02-16
698,1812.36,1819.36,1809.14,1809.67,2018-02-19
699,1811.16,1815.33,1801.02,1801.02,2018-02-20
700,1812.49,1814.83,1797.79,1801.16,2018-02-21
701,1801.08,1808.58,1787.7,1788.63,2018-02-22
702,1792.83,1809.3,1790.28,1808.06,2018-02-23
703,1811.54,1834.21,1809.33,1834.18,2018-02-26
704,1842.92,1852.51,1830.03,1830.39,2018-02-27
705,1828.62,1840.06,1825.67,1830.13,2018-02-28
706,1821.17,1825.63,1806.84,1811.98,2018-03-02
707,1812.27,1817.08,1792.14,1808.89,2018-03-05
708,1812.27,1817.93,1795.34,1799.06,2018-03-06
709,1797.04,1798.13,1780.12,1781.64,2018-03-07
710,1785.44,1794.18,1772.79,1778.9,2018-03-08
711,1784.88,1786.43,1761.63,1775.37,2018-03-09
712,1789.16,1800.33,1784.39,1800.32,2018-03-12
713,1797.8,1809.9,1793.78,1809.9,2018-03-13
714,1805.22,1817.36,1803.6,1813.4,2018-03-14
715,1815.12,1820.51,1809.94,1816.08,2018-03-15
716,1813,1818.53,1809.41,1811.76,2018-03-16
717,1812.33,1812.94,1797.58,1799.79,2018-03-19
718,1793.62,1803.84,1793.09,1799.84,2018-03-20
719,1806.92,1808.85,1796.35,1801.43,2018-03-21
720,1809,1813.64,1796.75,1798.55,2018-03-22
721,1780.88,1794.21,1779.73,1794.21,2018-03-23
722,1797.27,1801.5,1792.99,1801.1,2018-03-26
723,1807.79,1810.53,1799.88,1802.58,2018-03-27
724,1797.84,1802.71,1782.07,1784.99,2018-03-28
725,1783.72,1789,1756.62,1766.92,2018-03-29
726,1774.34,1777.06,1753.93,1776.26,2018-03-30
727,1774.72,1783.73,1771.58,1782.28,2018-04-02
728,1773.7,1779.04,1764.18,1765.24,2018-04-03
729,1767.46,1771.58,1724.9,1724.98,2018-04-04
730,1735.74,1740.84,1724.88,1739.92,2018-04-05
731,1737.08,1752.91,1735.38,1751.27,2018-04-09
732,1757,1761.76,1744.73,1760.95,2018-04-10
733,1763.31,1770.47,1756.4,1763.22,2018-04-11
734,1764.2,1770.01,1757.76,1767.17,2018-04-12
735,1766.82,1768.38,1752.43,1755.53,2018-04-17
736,1761.83,1772.27,1760.67,1771.56,2018-04-18
737,1778.2,1795.3,1776.81,1794.94,2018-04-19
738,1797.31,1805.73,1787.95,1801.28,2018-04-20
739,1800.78,1805.78,1789.02,1790.14,2018-04-23
740,1796.5,1803.21,1784.48,1788.2,2018-04-24
741,1781.28,1787,1772.35,1779.52,2018-04-25
742,1780.01,1785.28,1770.34,1773.2,2018-04-26
743,1777.38,1779.8,1767.12,1778.02,2018-04-27
744,1782.1,1784.5,1776.94,1780.11,2018-04-30
745,1777.27,1791.14,1771.65,1791.13,2018-05-02
746,1786.55,1797.56,1786,1790.8,2018-05-03
747,1786.87,1792.22,1777.1,1779.87,2018-05-04
748,1785.65,1789.77,1776.32,1779.8,2018-05-07
749,1780.49,1782.08,1756.72,1760.25,2018-05-08
750,1761.19,1763.25,1751.22,1756.9,2018-05-09
751,1762.33,1763.06,1744.55,1746.89,2018-05-10
752,1749.94,1765.94,1746.03,1765.93,2018-05-11
753,1770.32,1774.82,1767.23,1773.1,2018-05-14
754,1773.41,1774.71,1759.22,1766.86,2018-05-15
755,1757.9,1761.06,1747.32,1750.62,2018-05-16
756,1752.24,1757.97,1745.45,1751.2,2018-05-17
757,1752.57,1755.53,1745.9,1754.17,2018-05-18
758,1761.04,1770.13,1758.47,1768.31,2018-05-21
759,1769.23,1771.16,1754.82,1760.71,2018-05-22
760,1756.2,1761.61,1747.75,1753.6,2018-05-23
761,1747.17,1751.04,1729.95,1732.51,2018-05-24
762,1735.95,1741.23,1725.06,1741.21,2018-05-25
763,1735.81,1738.92,1729.66,1734.54,2018-05-28
764,1717.5,1726.65,1711.73,1725.14,2018-05-30
765,1730.02,1734.28,1720.31,1726.97,2018-05-31
766,1726.85,1729.88,1714.62,1719.82,2018-06-01
767,1718.92,1724.71,1715.82,1721.29,2018-06-04
768,1722.38,1734.32,1710.81,1732.71,2018-06-05
769,1737.23,1744.48,1731.98,1738.7,2018-06-06
770,1743.63,1746.5,1733.01,1733.05,2018-06-07
771,1735.78,1736,1721.88,1722.04,2018-06-08
772,1723.8,1727.63,1716.25,1723.11,2018-06-11
773,1725.91,1735.84,1724.71,1727.29,2018-06-12
774,1726.47,1728.54,1716.38,1718.34,2018-06-13
775,1714.52,1715.65,1699.66,1709.86,2018-06-14
776,1706.52,1711.4,1695.39,1704.82,2018-06-15
777,1694.24,1695.44,1679.48,1679.68,2018-06-18
778,1667.47,1674.28,1633.72,1639.54,2018-06-19
779,1647.22,1665.27,1640.13,1664.26,2018-06-20
780,1663.63,1664.97,1629.26,1634.44,2018-06-21
781,1641.58,1648.74,1628.16,1634.98,2018-06-22
782,1641.02,1646.37,1621.12,1622.28,2018-06-25
783,1615.79,1629.02,1608.24,1623.98,2018-06-26
784,1631.39,1638.73,1615.38,1618.66,2018-06-27
785,1623.67,1624.97,1599.44,1599.54,2018-06-28
786,1604.51,1609.86,1584.68,1595.58,2018-06-29
787,1597.01,1607.41,1586.34,1607.27,2018-07-02
788,1607.2,1628.3,1600.71,1626.62,2018-07-03
789,1625.17,1632.43,1615.9,1629.2,2018-07-04
790,1626.78,1628.79,1596.55,1601.42,2018-07-05
791,1598.76,1618.36,1587.94,1614.76,2018-07-06
792,1626.11,1629.21,1620.92,1622.96,2018-07-09
793,1629.01,1643.76,1617.51,1643.6,2018-07-10
794,1631.63,1641.34,1628.03,1636.63,2018-07-11
795,1634.73,1646.12,1633.53,1640.93,2018-07-12
796,1645.33,1649.66,1639.49,1643.52,2018-07-13
797,1638.35,1640.74,1623.42,1627.69,2018-07-16
798,1624.68,1629.18,1616.59,1626.07,2018-07-17
799,1632.17,1638.52,1630.04,1635.85,2018-07-18
800,1641.22,1650.85,1637.2,1646.89,2018-07-19
801,1651.36,1674.32,1648.44,1671.06,2018-07-20
802,1672.11,1681.74,1665.92,1675.75,2018-07-23
803,1684.2,1686.81,1667.95,1674.22,2018-07-24
804,1678.63,1695.2,1678.09,1690.08,2018-07-25
805,1700.53,1702.3,1689.69,1701.87,2018-07-26
806,1704.04,1709.58,1695.59,1701.79,2018-07-31
807,1705.48,1722.72,1703.39,1722.01,2018-08-01
808,1716.33,1718.41,1700.69,1708.28,2018-08-02
809,1708.19,1715.48,1706.54,1712.09,2018-08-03
810,1718,1721.05,1694.98,1696.24,2018-08-06
811,1701.01,1710.75,1692.01,1707.26,2018-08-07
812,1709.16,1723.5,1707.59,1721.64,2018-08-08
813,1722.69,1729.42,1716.9,1722.48,2018-08-09
814,1718.5,1719.03,1705.2,1705.96,2018-08-10
815,1692.77,1697.06,1684,1695.35,2018-08-14
816,1688.64,1690.24,1673.77,1676.29,2018-08-15
817,1673.33,1682.43,1664.9,1680.96,2018-08-16
818,1688.01,1694.39,1687.03,1690.04,2018-08-17
819,1698.97,1705.33,1693.9,1701.42,2018-08-20
820,1703.82,1707.63,1688.59,1694.63,2018-08-21
821,1695.94,1705.91,1695.34,1698.3,2018-08-22
822,1705.63,1709.9,1701.3,1704.8,2018-08-23
823,1701.31,1704.59,1697.59,1703.82,2018-08-24
824,1710.04,1717.45,1708.94,1717.24,2018-08-27
825,1723.96,1728.22,1716.57,1718.15,2018-08-28
826,1721.36,1723.03,1714.14,1722.26,2018-08-29
827,1726.28,1730.65,1720.41,1720.43,2018-08-30
828,1714.48,1721.99,1712.92,1721.58,2018-08-31
829,1721.94,1726.3,1718.87,1721.21,2018-09-03
830,1722.56,1724.86,1713.96,1714.41,2018-09-04
831,1709.26,1711.37,1685.95,1686.37,2018-09-05
832,1685.38,1694.05,1676.67,1693.94,2018-09-06
833,1687.95,1694.56,1683.58,1689.49,2018-09-07
834,1686.78,1692.16,1680.5,1691.51,2018-09-10
835,1690.65,1694.86,1672.4,1672.42,2018-09-11
836,1672.04,1680.54,1666.07,1679.39,2018-09-12
837,1691.04,1723.48,1690.84,1717.96,2018-09-13
838,1724.83,1727.83,1718.11,1722.21,2018-09-14
839,1717.99,1725.03,1711.57,1718.39,2018-09-17
840,1718.49,1748.76,1716.75,1744.42,2018-09-18
841,1749.63,1762.72,1747.47,1749.8,2018-09-19
842,1757.42,1762.17,1749.72,1752.11,2018-09-20
843,1758.8,1766.62,1753.32,1756.12,2018-09-21
844,1751.29,1759.51,1748.52,1749.42,2018-09-24
845,1753.66,1756.85,1745.73,1747.99,2018-09-25
846,1752.52,1755.57,1746.99,1749.93,2018-09-26
847,1751.7,1753.16,1735.58,1752.95,2018-09-27
848,1757.6,1758.95,1751.09,1756.41,2018-09-28
849,1762.3,1765.06,1757.74,1760.47,2018-10-01
850,1757.33,1762.24,1746.06,1748.09,2018-10-02
851,1753.79,1757.43,1741.96,1741.96,2018-10-03
852,1735.74,1740.59,1720.13,1729.4,2018-10-04
853,1726.41,1732.36,1718.12,1720.52,2018-10-05
854,1719.71,1728.24,1696.2,1696.22,2018-10-08
855,1699.99,1708.72,1690.92,1696.92,2018-10-09
856,1709.34,1721.82,1707.63,1721.82,2018-10-10
857,1679.27,1688.63,1673.59,1682.89,2018-10-11
858,1690.28,1699.6,1688.44,1696.16,2018-10-12
859,1697.56,1701.57,1689.83,1697.87,2018-10-16
860,1708.09,1710.39,1695.04,1695.04,2018-10-17
861,1692.15,1694.67,1681.24,1682.91,2018-10-18
862,1680.12,1681.92,1664.09,1667.91,2018-10-19
863,1669.82,1674.25,1654.9,1658.56,2018-10-22
864,1641.61,1647.9,1618.82,1623.37,2018-10-24
865,1605.91,1645.91,1596.4,1644.33,2018-10-25
866,1637.48,1639.67,1625.33,1628.96,2018-10-26
867,1632.26,1645.98,1630.73,1636.88,2018-10-29
868,1638.83,1645.31,1633.73,1638.51,2018-10-30
869,1651.07,1669.27,1649.27,1669.09,2018-10-31
870,1672.14,1674.87,1660.11,1667.55,2018-11-01
871,1675.09,1687.76,1672.09,1681.84,2018-11-02
872,1670.46,1673.01,1666.5,1670.58,2018-11-05
873,1677.45,1684.44,1669.22,1669.33,2018-11-06
874,1673.65,1676.09,1656.51,1675.33,2018-11-07
875,1685.29,1688.9,1681.25,1681.73,2018-11-08
876,1675.84,1677.51,1664.85,1668.52,2018-11-09
877,1672.85,1673.42,1654.8,1654.85,2018-11-12
878,1645.42,1664.51,1642.83,1659.78,2018-11-13
879,1655.09,1660.74,1646.24,1652.3,2018-11-14
880,1656.6,1658.02,1638.67,1638.83,2018-11-15
881,1640.47,1646.46,1632.94,1635,2018-11-16
882,1634.1,1640.53,1630.96,1636.48,2018-11-19
883,1631.81,1632.23,1610.18,1612.03,2018-11-20
884,1603.73,1622.14,1598.57,1617.33,2018-11-21
885,1616.95,1622.01,1603,1604.4,2018-11-22
886,1607.11,1623.01,1600.63,1622.1,2018-11-23
887,1621.99,1631.74,1616.97,1630.77,2018-11-26
888,1630.08,1636.89,1627.54,1634.27,2018-11-27
889,1636.59,1644.27,1635.37,1640.63,2018-11-28
890,1646.62,1650.69,1635.19,1636.49,2018-11-29
891,1640.7,1647.89,1633.44,1641.8,2018-11-30
892,1662.15,1675.43,1660.05,1672.61,2018-12-03
893,1674.53,1677.99,1669.1,1672.32,2018-12-04
894,1653.09,1658.64,1649.23,1653.73,2018-12-06
895,1656.11,1659.45,1648.33,1649.99,2018-12-07
896,1646.87,1647.88,1633.11,1633.62,2018-12-11
897,1642.42,1644.9,1632.34,1634.88,2018-12-12
898,1638.96,1642.2,1612.91,1614.99,2018-12-13
899,1613.23,1620.6,1602.42,1609.45,2018-12-14
900,1612.87,1615.63,1593.37,1601.48,2018-12-17
901,1594.1,1595.32,1580.58,1583.19,2018-12-18
902,1582.58,1601.17,1578.64,1601.12,2018-12-19
903,1594.86,1599.2,1583.11,1596.1,2018-12-20
904,1588.99,1601.58,1586.35,1595.33,2018-12-21
905,1589.69,1599.89,1588.56,1591.29,2018-12-24
906,1576.4,1576.75,1555,1556.65,2018-12-25
907,1556.95,1562,1548.99,1556.93,2018-12-26
908,1582.22,1585.77,1546.62,1548.37,2018-12-27
909,1550.87,1564.02,1549.7,1563.88,2018-12-28
910,1567.09,1575.22,1563.66,1565.94,2019-01-02
911,1571.48,1578.17,1556.77,1560.03,2019-01-03
912,1559.63,1575.13,1550.22,1575.13,2019-01-04
913,1584.74,1596.97,1582.69,1592.72,2019-01-07
914,1594.07,1597.35,1587.47,1594,2019-01-08
915,1604.21,1609.39,1587.53,1590.5,2019-01-09
916,1590.07,1599.1,1579.2,1587.63,2019-01-10
917,1591.21,1597.18,1586.93,1597.04,2019-01-11
918,1592.58,1594.06,1580.56,1582.57,2019-01-14
919,1587.17,1590.15,1574.37,1577,2019-01-15
920,1581.37,1582.44,1565.48,1577.41,2019-01-16
921,1578.14,1586.88,1576.84,1580.3,2019-01-17
922,1585.07,1588.75,1577.86,1583.77,2019-01-18
923,1586.72,1595.16,1585.24,1588.38,2019-01-21
924,1587.82,1601.8,1586.19,1601.77,2019-01-22
925,1601.72,1620.51,1600.35,1617.38,2019-01-23
926,1619.12,1628.21,1614.56,1620.53,2019-01-24
927,1625.59,1628.62,1617.78,1623.62,2019-01-25
928,1627.71,1634.7,1622.58,1625.03,2019-01-28
929,1623,1625.36,1616.45,1624.05,2019-01-29
930,1626.55,1632.83,1622.59,1632.6,2019-01-30
931,1640.34,1649.85,1639.9,1641.73,2019-01-31
932,1644.61,1655.34,1642.24,1651.4,2019-02-01
933,1655.42,1659.26,1652.14,1653.62,2019-02-04
934,1653.53,1654.98,1645.57,1653.09,2019-02-05
935,1655.14,1663.49,1653,1658.71,2019-02-06
936,1659.94,1667.01,1649.5,1653.11,2019-02-07
937,1647.63,1657.58,1637.58,1651.68,2019-02-08
938,1644.75,1647.49,1632.82,1638,2019-02-11
939,1637.48,1645.63,1635.54,1642.49,2019-02-12
940,1649.09,1657.12,1645.84,1655.73,2019-02-13
941,1658.41,1659.52,1650.13,1652.64,2019-02-14
942,1651.1,1652.06,1634.87,1636.94,2019-02-15
943,1644.99,1647.74,1635.71,1635.71,2019-02-18
944,1639.16,1647.21,1636.12,1645.38,2019-02-20
945,1646.96,1651.8,1642.49,1647.32,2019-02-21
946,1645.33,1661.09,1644.51,1659.2,2019-02-22
947,1665.3,1674.54,1664.92,1671.75,2019-02-25
948,1665.89,1670.77,1662.81,1663.56,2019-02-26
949,1663.92,1668.61,1659.62,1665.27,2019-02-27
950,1666.33,1666.74,1652.71,1653.48,2019-02-28
951,1655.27,1656.64,1640.57,1641.44,2019-03-01
952,1641.32,1643.53,1632.83,1635.3,2019-03-04
953,1633.51,1641.56,1629.55,1639,2019-03-05
954,1636.68,1639.42,1624.68,1625.51,2019-03-06
955,1624.76,1635.77,1623.32,1633.21,2019-03-07
956,1631.69,1637.46,1626.33,1630.12,2019-03-08
957,1633.45,1636.2,1625.06,1627.43,2019-03-11
958,1631.88,1633.97,1624.55,1627.59,2019-03-12
959,1626.42,1639.69,1623.75,1639.67,2019-03-13
960,1642.36,1643.56,1634.7,1635.88,2019-03-14
961,1636.82,1639.1,1625.41,1625.57,2019-03-15
962,1628.85,1630.45,1612.85,1617.57,2019-03-18
963,1617.87,1633.26,1617.01,1630.09,2019-03-19
964,1631.44,1635.42,1626.97,1627.62,2019-03-20
965,1631.79,1640.04,1631.41,1634,2019-03-21
966,1636.69,1646.94,1633.67,1646.29,2019-03-22
967,1632.03,1636.93,1617.89,1625.91,2019-03-25
968,1626.89,1634.19,1622.94,1632.32,2019-03-26
