,symbol,exchange,industry,sector,name
IFS,IFS,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ไอเอฟเอส แคปปิตอล (ประเทศไทย) จำกัด (มหาชน)
IHL,IHL,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน)
III,III,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท ทริพเพิล ไอ โลจิสติกส์ จำกัด (มหาชน)
ILINK,ILINK,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท อินเตอร์ลิ้งค์ คอมมิวนิเคชั่น จำกัด (มหาชน)
ILM,ILM,SET,บริการ,พาณิชย์,บริษัท อินเด็กซ์ ลิฟวิ่งมอลล์ จำกัด (มหาชน)
IMH,IMH,MAI,บริการ,-,บริษัท โรงพยาบาลอินเตอร์เมดิคัล แคร์ แอนด์ แล็บ จำกัด (มหาชน)
IMPACT,IMPACT,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์อิมแพ็คโกรท
INET,INET,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน)
INGRS,INGRS,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท อิงเกรส อินดัสเตรียล (ไทยแลนด์) จำกัด (มหาชน)
INOX,INOX,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท โพสโค-ไทยน๊อคซ์ จำกัด (มหาชน)
INSET,INSET,MAI,เทคโนโลยี,-,บริษัท อินฟราเซท จำกัด (มหาชน)
INSURE,INSURE,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท อินทรประกันภัย จำกัด (มหาชน)
INTUCH,INTUCH,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท อินทัช โฮลดิ้งส์ จำกัด (มหาชน)
IP,IP,MAI,สินค้าอุปโภคบริโภค,-,บริษัท อินเตอร์ ฟาร์มา จำกัด (มหาชน)
IRC,IRC,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท อีโนเว รับเบอร์ (ประเทศไทย) จำกัด (มหาชน)
IRCP,IRCP,MAI,เทคโนโลยี,-,บริษัท อินเตอร์เนชั่นแนล รีเสริช คอร์ปอเรชั่น จำกัด (มหาชน)
IRPC,IRPC,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ไออาร์พีซี จำกัด (มหาชน)
IT,IT,SET,บริการ,พาณิชย์,บริษัท ไอที ซิตี้ จำกัด (มหาชน)
ITD,ITD,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน)
ITEL,ITEL,MAI,เทคโนโลยี,-,บริษัท อินเตอร์ลิ้งค์ เทเลคอม จำกัด (มหาชน)
IVL,IVL,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท อินโดรามา เวนเจอร์ส จำกัด (มหาชน)
J,J,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เจเอเอส แอสเซ็ท จำกัด (มหาชน)
JAS,JAS,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัทจัสมิน อินเตอร์เนชั่นแนล จำกัด (มหาชน)
JASIF,JASIF,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,กองทุนรวมโครงสร้างพื้นฐานบรอดแบนด์อินเทอร์เน็ต จัสมิน
JCK,JCK,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เจซีเค อินเตอร์เนชั่นแนล จำกัด (มหาชน)
JCT,JCT,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน)
JKN,JKN,MAI,บริการ,-,บริษัท เจเคเอ็น โกลบอล มีเดีย จำกัด (มหาชน)
JMART,JMART,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท เจ มาร์ท จำกัด (มหาชน)
JMT,JMT,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส จำกัด (มหาชน)
JSP,JSP,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท เจ. เอส. พี. พร็อพเพอร์ตี้ จำกัด (มหาชน)
JTS,JTS,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท จัสมิน เทเลคอม ซิสเต็มส์ จำกัด (มหาชน)
JUBILE,JUBILE,MAI,สินค้าอุปโภคบริโภค,-,บริษัท ยูบิลลี่ เอ็นเตอร์ไพรส์ จำกัด (มหาชน)
JUTHA,JUTHA,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท จุฑานาวี จำกัด (มหาชน)
JWD,JWD,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท เจดับเบิ้ลยูดี อินโฟโลจิสติกส์ จำกัด (มหาชน)
KAMART,KAMART,SET,บริการ,พาณิชย์,บริษัท คาร์มาร์ท จำกัด (มหาชน)
KASET,KASET,MAI,เกษตรและอุตสาหกรรมอาหาร,-,บริษัท ไทยฮา จำกัด (มหาชน)
KBANK,KBANK,SET,ธุรกิจการเงิน,ธนาคาร,ธนาคารกสิกรไทย จำกัด (มหาชน)
KBS,KBS,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท น้ำตาลครบุรี จำกัด (มหาชน)
KCAR,KCAR,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท กรุงไทยคาร์เร้นท์ แอนด์ ลีส จำกัด (มหาชน)
KCE,KCE,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัท เคซีอี อีเลคโทรนิคส์ จำกัด (มหาชน)
KCM,KCM,MAI,สินค้าอุตสาหกรรม,-,บริษัท เค.ซี.เมททอลชีท จำกัด (มหาชน)
KDH,KDH,SET,บริการ,การแพทย์,บริษัท ธนบุรี เมดิเคิล เซ็นเตอร์ จำกัด (มหาชน)
KGI,KGI,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)
KIAT,KIAT,MAI,บริการ,-,บริษัท เกียรติธนา ขนส่ง จำกัด (มหาชน)
KKC,KKC,SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,บริษัท กุลธรเคอร์บี้ จำกัด (มหาชน)
KKP,KKP,SET,ธุรกิจการเงิน,ธนาคาร,ธนาคารเกียรตินาคิน จำกัด (มหาชน)
KOOL,KOOL,MAI,บริการ,-,บริษัท มาสเตอร์คูล อินเตอร์เนชั่นแนล จำกัด (มหาชน)
KSL,KSL,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน)
KTB,KTB,SET,ธุรกิจการเงิน,ธนาคาร,ธนาคารกรุงไทย จำกัด (มหาชน)
KTC,KTC,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท บัตรกรุงไทย จำกัด (มหาชน)
KTECH,KTECH,SET,-,หมวดบริษัทจดทะเบียนที่อยู่ระหว่างฟื้นฟูการดำเนินงาน,บริษัท เคเทค คอนสตรัคชั่น จำกัด (มหาชน)
KUMWEL,KUMWEL,MAI,สินค้าอุตสาหกรรม,-,บริษัท คัมเวล คอร์ปอเรชั่น จำกัด (มหาชน)
KUN,KUN,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท วิลล่า คุณาลัย จำกัด (มหาชน)
KWC,KWC,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท กรุงเทพโสภณ จำกัด (มหาชน)
KWG,KWG,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท คิง ไว กรุ๊ป (ประเทศไทย) จำกัด (มหาชน)
KWM,KWM,MAI,สินค้าอุตสาหกรรม,-,บริษัท เค. ดับบลิว. เม็ททัล เวิร์ค จำกัด (มหาชน)
KYE,KYE,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท กันยงอีเลคทริก จำกัด (มหาชน)
L&E,L&E,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท ไลท์ติ้ง แอนด์ อีควิปเมนท์ จำกัด (มหาชน)
LALIN,LALIN,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ลลิล พร็อพเพอร์ตี้ จำกัด (มหาชน)
LANNA,LANNA,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท ลานนารีซอร์สเซส จำกัด (มหาชน)
LDC,LDC,MAI,บริการ,-,บริษัท แอลดีซี เด็นทัล จำกัด (มหาชน)
LEE,LEE,SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,บริษัท ลีพัฒนาผลิตภัณฑ์ จำกัด (มหาชน)
LH,LH,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัทแลนด์แอนด์เฮ้าส์ จำกัด (มหาชน)
LHFG,LHFG,SET,ธุรกิจการเงิน,ธนาคาร,บริษัท แอล เอช ไฟแนนซ์เชียล กรุ๊ป จำกัด (มหาชน)
LHHOTEL,LHHOTEL,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ แอล เอช โฮเทล
LHK,LHK,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท โลหะกิจ เม็ททอล จำกัด (มหาชน)
LHSC,LHSC,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ แอล เอช ช้อปปิ้ง เซ็นเตอร์
LIT,LIT,MAI,ธุรกิจการเงิน,-,บริษัท ลีซ อิท จำกัด (มหาชน)
LOXLEY,LOXLEY,SET,บริการ,พาณิชย์,บริษัท ล็อกซเล่ย์ จำกัด (มหาชน)
LPH,LPH,SET,บริการ,การแพทย์,บริษัท โรงพยาบาล ลาดพร้าว จำกัด (มหาชน)
LPN,LPN,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน)
LRH,LRH,SET,บริการ,การท่องเที่ยวและสันทนาการ,บริษัท ลากูน่า รีสอร์ท แอนด์ โฮเท็ล จำกัด (มหาชน)
LST,LST,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ล่ำสูง (ประเทศไทย) จำกัด (มหาชน)
LUXF,LUXF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์ลักซ์ชัวรี่
M,M,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เอ็มเค เรสโตรองต์ กรุ๊ป จำกัด (มหาชน)
MACO,MACO,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท มาสเตอร์ แอด จำกัด (มหาชน)
MAJOR,MAJOR,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท เมเจอร์ ซีนีเพล็กซ์ กรุ้ป จำกัด (มหาชน)
MAKRO,MAKRO,SET,บริการ,พาณิชย์,บริษัท สยามแม็คโคร จำกัด (มหาชน)
MALEE,MALEE,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท มาลีกรุ๊ป จำกัด (มหาชน)
MANRIN,MANRIN,SET,บริการ,การท่องเที่ยวและสันทนาการ,บริษัท แมนดารินโฮเต็ล จำกัด (มหาชน)
MATCH,MATCH,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท แม็ทชิ่ง แม็กซิไมซ์ โซลูชั่น จำกัด (มหาชน)
MATI,MATI,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท มติชน จำกัด (มหาชน)
MAX,MAX,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท แมกซ์ เมทัล คอร์ปอเรชั่น จำกัด (มหาชน)
MBAX,MBAX,MAI,สินค้าอุตสาหกรรม,-,บริษัท มัลติแบกซ์ จำกัด (มหาชน)
MBK,MBK,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เอ็ม บี เค จำกัด (มหาชน)
MBKET,MBKET,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัทหลักทรัพย์ เมย์แบงก์ กิมเอ็ง (ประเทศไทย) จำกัด (มหาชน)
MC,MC,SET,บริการ,พาณิชย์,บริษัท แม็คกรุ๊ป จำกัด (มหาชน)
M-CHAI,M-CHAI,SET,บริการ,การแพทย์,บริษัท โรงพยาบาลมหาชัย จำกัด (มหาชน)
MCOT,MCOT,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท อสมท จำกัด (มหาชน)
MCS,MCS,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท เอ็ม.ซี.เอส.สตีล จำกัด (มหาชน)
MDX,MDX,SET,ทรัพยากร,พลังงานและสาธารณูปโภค,บริษัท เอ็ม ดี เอ็กซ์ จำกัด (มหาชน)
MEGA,MEGA,SET,บริการ,พาณิชย์,บริษัท เมก้า ไลฟ์ไซแอ็นซ์ จำกัด (มหาชน)
META,META,MAI,อสังหาริมทรัพย์และก่อสร้าง,-,บริษัท เมตะ คอร์ปอเรชั่น จำกัด (มหาชน)
METCO,METCO,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัทมูราโมโต้ อีเล็คตรอน (ประเทศไทย) จำกัด (มหาชน)
MFC,MFC,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด(มหาชน)
MFEC,MFEC,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท เอ็ม เอฟ อี ซี จำกัด (มหาชน)
MGT,MGT,MAI,สินค้าอุตสาหกรรม,-,บริษัท เมกาเคม (ประเทศไทย) จำกัด (มหาชน)
MIDA,MIDA,SET,บริการ,พาณิชย์,บริษัท ไมด้า แอสเซ็ท จำกัด (มหาชน)
M-II,M-II,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์ และสิทธิการเช่า เอ็มเอฟซี อินดัสเตรียล อินเวสเมนท์
MILL,MILL,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท มิลล์คอน สตีล จำกัด (มหาชน)
MINT,MINT,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน)
MIT,MIT,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์เอ็มเอฟซีอินดัสเตรียล
MJD,MJD,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เมเจอร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน)
MK,MK,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท มั่นคงเคหะการ จำกัด (มหาชน)
ML,ML,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ไมด้า ลิสซิ่ง จำกัด (มหาชน)
MM,MM,MAI,เกษตรและอุตสาหกรรมอาหาร,-,บริษัท มัดแมน จำกัด (มหาชน)
MNIT2,MNIT2,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์นิชดาธานี 2
MNRF,MNRF,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์มัลติเนชั่นแนลเรสซิเดนซ์ฟันด์
MODERN,MODERN,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน)
MONO,MONO,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท โมโน เทคโนโลยี จำกัด (มหาชน)
MOONG,MOONG,MAI,สินค้าอุปโภคบริโภค,-,บริษัท มุ่งพัฒนา อินเตอร์แนชชั่นแนล จำกัด (มหาชน)
M-PAT,M-PAT,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์เอ็มเอฟซี ป่าตอง เฮอริเทจ
MPG,MPG,MAI,บริการ,-,บริษัท เอ็มพีจี คอร์ปอเรชั่น จำกัด (มหาชน)
MPIC,MPIC,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท เอ็ม พิคเจอร์ส เอ็นเตอร์เทนเม้นท์ จำกัด (มหาชน)
MSC,MSC,SET,เทคโนโลยี,เทคโนโลยีสารสนเทศและการสื่อสาร,บริษัท เมโทรซิสเต็มส์คอร์ปอเรชั่น จำกัด (มหาชน)
M-STOR,M-STOR,SET,อสังหาริมทรัพย์และก่อสร้าง,กองทุนรวมอสังหาริมทรัพย์และกองทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์,กองทุนรวมอสังหาริมทรัพย์เอ็มเอฟซี-สแตรทิจิกสโตเรจฟันด์
MTC,MTC,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท เมืองไทย แคปปิตอล จำกัด (มหาชน)
MTI,MTI,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน)
MVP,MVP,MAI,บริการ,-,บริษัท เอ็ม วิชั่น จำกัด (มหาชน)
NC,NC,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน)
NCH,NCH,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เอ็น. ซี. เฮ้าส์ซิ่ง จำกัด (มหาชน)
NCL,NCL,MAI,บริการ,-,บริษัท เอ็นซีแอล อินเตอร์เนชั่นแนล โลจิสติกส์ จำกัด (มหาชน)
NDR,NDR,MAI,สินค้าอุตสาหกรรม,-,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน)
NEP,NEP,SET,สินค้าอุตสาหกรรม,บรรจุภัณฑ์,บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน)
NER,NER,SET,เกษตรและอุตสาหกรรมอาหาร,ธุรกิจการเกษตร,บริษัท นอร์ทอีส รับเบอร์ จำกัด (มหาชน)
NETBAY,NETBAY,MAI,เทคโนโลยี,-,บริษัท เน็ตเบย์ จำกัด (มหาชน)
NEW,NEW,SET,บริการ,การแพทย์,บริษัท วัฒนาการแพทย์ จำกัด (มหาชน)
NEWS,NEWS,MAI,บริการ,-,บริษัท นิวส์ เน็ตเวิร์ค คอร์ปอเรชั่น จำกัด (มหาชน)
NEX,NEX,SET,เทคโนโลยี,ชิ้นส่วนอิเล็กทรอนิกส์,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน)
NFC,NFC,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท เอ็นเอฟซี จำกัด (มหาชน)
NINE,NINE,MAI,บริการ,-,บริษัท เนชั่น อินเตอร์เนชั่นแนล เอ็ดดูเทนเมนท์ จำกัด (มหาชน)
NKI,NKI,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัท นวกิจประกันภัย จำกัด (มหาชน)
NNCL,NNCL,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท นวนคร จำกัด (มหาชน)
NOBLE,NOBLE,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน)
NOK,NOK,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท สายการบินนกแอร์ จำกัด (มหาชน)
NPK,NPK,MAI,สินค้าอุปโภคบริโภค,-,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน)
NSI,NSI,SET,ธุรกิจการเงิน,ประกันภัยและประกันชีวิต,บริษัทนำสินประกันภัย จำกัด (มหาชน)
NTV,NTV,SET,บริการ,การแพทย์,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน)
NVD,NVD,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เนอวานา ไดอิ จำกัด (มหาชน)
NWR,NWR,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัทเนาวรัตน์พัฒนาการ จำกัด (มหาชน)
NYT,NYT,SET,บริการ,ขนส่งและโลจิสติกส์,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน)
OCC,OCC,SET,สินค้าอุปโภคบริโภค,ของใช้ส่วนตัวและเวชภัณฑ์,บริษัท โอ ซี ซี จำกัด (มหาชน)
OGC,OGC,SET,สินค้าอุปโภคบริโภค,ของใช้ในครัวเรือนและสำนักงาน,บริษัท โอเชียนกลาส จำกัด (มหาชน)
OHTL,OHTL,SET,บริการ,การท่องเที่ยวและสันทนาการ,บริษัท โอเอชทีแอล จำกัด (มหาชน)
OISHI,OISHI,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท โออิชิ กรุ๊ป จำกัด (มหาชน)
ORI,ORI,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน)
OSP,OSP,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท โอสถสภา จำกัด (มหาชน)
OTO,OTO,MAI,บริการ,-,บริษัท วันทูวัน คอนแทคส์ จำกัด (มหาชน)
PACE,PACE,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เพซ ดีเวลลอปเมนท์ คอร์ปอเรชั่น จำกัด (มหาชน)
PAE,PAE,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท พีเออี (ประเทศไทย) จำกัด (มหาชน)
PAF,PAF,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน)
PAP,PAP,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน)
PATO,PATO,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท พาโตเคมีอุตสาหกรรม จำกัด (มหาชน)
PB,PB,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน)
PCSGH,PCSGH,SET,สินค้าอุตสาหกรรม,ยานยนต์,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน)
PDG,PDG,MAI,สินค้าอุตสาหกรรม,-,บริษัท พรอดดิจิ จำกัด (มหาชน)
PDI,PDI,SET,ทรัพยากร,เหมืองแร่,บริษัท ผาแดงอินดัสทรี จำกัด (มหาชน)
PDJ,PDJ,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน)
PE,PE,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท พรีเมียร์เอ็นเตอร์ไพรซ์ จำกัด (มหาชน)
PERM,PERM,SET,สินค้าอุตสาหกรรม,เหล็ก,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน)
PF,PF,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน)
PG,PG,SET,สินค้าอุปโภคบริโภค,แฟชั่น,บริษัท ประชาอาภรณ์ จำกัด (มหาชน)
PHOL,PHOL,MAI,บริการ,-,บริษัท ผลธัญญะ จำกัด (มหาชน)
PICO,PICO,MAI,บริการ,-,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน)
PIMO,PIMO,MAI,สินค้าอุตสาหกรรม,-,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน)
PJW,PJW,MAI,สินค้าอุตสาหกรรม,-,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน)
PK,PK,SET,สินค้าอุตสาหกรรม,วัสดุอุตสาหกรรมและเครื่องจักร,บริษัท พัฒน์กล จำกัด (มหาชน)
PL,PL,SET,ธุรกิจการเงิน,เงินทุนและหลักทรัพย์,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน)
PLANB,PLANB,SET,บริการ,สื่อและสิ่งพิมพ์,บริษัท แพลน บี มีเดีย จำกัด (มหาชน)
PLANET,PLANET,MAI,เทคโนโลยี,-,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน)
PLAT,PLAT,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน)
PLE,PLE,SET,อสังหาริมทรัพย์และก่อสร้าง,บริการรับเหมาก่อสร้าง,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน)
PM,PM,SET,เกษตรและอุตสาหกรรมอาหาร,อาหารและเครื่องดื่ม,บริษัท พรีเมียร์ มาร์เก็ตติ้ง จำกัด (มหาชน)
PMTA,PMTA,SET,สินค้าอุตสาหกรรม,ปิโตรเคมีและเคมีภัณฑ์,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน)
POLAR,POLAR,SET,อสังหาริมทรัพย์และก่อสร้าง,พัฒนาอสังหาริมทรัพย์,บริษัท โพลาริส แคปปิตัล จำกัด (มหาชน)
